2986,PLUMON PARA PIZARRA ACRILICA  PUNTA GRUESA,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,DOCENA,40
2987,PLUMON PARA PIZARRA ACRILICA PUNTA GRUESA,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.5
2988,PLUMON PARA PIZARRA ACRILICA PUNTA GRUESA,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2.5
2989,PLUMON PARA PIZARRA ACRILICA PUNTA GRUESA COLOR AZUL,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3.5
2990,PLUMON PARA PIZARRA ACRILICA PUNTA GRUESA COLOR NEGRO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.5
2991,PLUMON PARA PIZARRA ACRILICA PUNTA GRUESA COLOR  NEGRO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",DOCENA,49
2992,PLUMON RESALTADOR PUNTA FINA,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.63
2993,PLUMON RESALTADOR PUNTA FINA,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2.5
2994,PLUMON RESALTADOR PUNTA FINA,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2.67
2995,PLUMON RESALTADOR PUNTA FINA,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,2.5
2996,PLUMON RESALTADOR PUNTA FINA COLOR AMARILLO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.7
2997,PLUMON RESALTADOR PUNTA FINA COLOR ANARANJADO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.67
2998,PLUMON RESALTADOR PUNTA FINA COLOR VERDE,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.75
2999,PLUMON RESALTADOR PUNTA GRUESA BISELADA,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3
3000,PLUMON RESALTADOR PUNTA GRUESA BISELADA,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.5
3001,PLUMON RESALTADOR PUNTA GRUESA BISELADA,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,3.5
3002,PLUMON RESALTADOR PUNTA GRUESA  BISELADA,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",DOCENA,30.17
3003,PLUMON RESALTADOR PUNTA GRUESA  BISELADA,F,2.3.1.99.1.99,OTROS BIENES,DOCENA,30
3004,PLUMON RESALTADOR PUNTA GRUESA BISELADA COLOR AMARILLO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.68
3005,PLUMON RESALTADOR PUNTA GRUESA BISELADA COLOR AMARILLO,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,3.25
3006,PLUMON RESALTADOR PUNTA GRUESA BISELADA COLOR ANARANJADO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3
3007,PLUMON RESALTADOR PUNTA GRUESA BISELADA COLOR CELESTE,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2.5
3008,PLUMON RESALTADOR PUNTA GRUESA JUEGO X 12 COLORES,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,27.6
3009,PLUMON RESALTADOR PUNTA GRUESA JUEGO X 12 COLORES,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,30
3010,PLUMON RESALTADOR PUNTA MEDIANA BISELADA COLOR AMARILLO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.63
3011,PLUMON RESALTADOR PUNTA MEDIANA BISELADA COLOR ANARANJADO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.5
3012,"POLIESTIRENO EXPANDIDO DE 1.20 m X 2.40 m X 1""",I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,16
3013,"POLIESTIRENO EXPANDIDO DE 1.20 m X 2.40 m X 1""",I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,21
3014,POLO DE ALGODON MANGA CORTA BORDADO,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,23.3
3015,POLO DE ALGODON MANGA CORTA BORDADO,I,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,25
3016,"POLO DE PIQUE CON CUELLO CAMISERO, MANGA CORTA CON RIP SINTETICO CON LOGOTIPO EN PECHO C/BOLSILLO P ",I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,45
3017,"POLO DE PIQUE CON CUELLO CAMISERO, MANGA LARGA CON RIP SINTETICO CON LOGOTIPO EN PECHO C/BOLSILLO P ",F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,37
3018,POLO MANGA LARGA CON LOGO,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,34.33
3019,POLO MANGA LARGA CON LOGO,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,24
3020,POLO MANGA LARGA CON LOGO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,25
3021,POLO MANGA LARGA CON LOGO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,25
3022,PONCHADORA (CRIMPADORA) PARA CABLE DE RED,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,85
3023,PONCHO IMPERMEABLE CON CAPUCHA,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,23
3024,PONCHO IMPERMEABLE CON CAPUCHA,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,22
3025,PONCHO IMPERMEABLE CON CAPUCHA,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,48
3026,PONCHO IMPERMEABLE CON CAPUCHA,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,33
3027,PORTA CD DE PLASTICO TIPO SOBRE,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,0.15
3028,PORTA CD DE PLASTICO TIPO SOBRE X 100,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,10.4
3029,PORTA CD DE PLASTICO TIPO SOBRE X 100,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,10
3030,PORTA CD DE PLASTICO TIPO SOBRE X 100,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,10
3031,PORTA CLIPS ACRILICO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4.5
3032,PORTA CLIPS ACRILICO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4.5
3033,PORTA CLIPS ACRILICO,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,4.5
3034,PORTA CLIPS ACRILICO CON IMAN,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5
3035,PORTA CLIPS ACRILICO CON IMAN,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4
3036,PORTA CLIPS ACRILICO CON IMAN PARA 200 CLIPS,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4.08
3037,PORTA FOTOCHECK DE ACRILICO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1.4
3038,PORTA LAPICERO DE MALLA,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,7.75
3039,PORTAMINA 0.5 mm,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3
3040,PORTAMINA 0.5 mm,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5
3041,PORTAMINA 2 mm,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
3042,PORTAMINA DE METAL 0.5 mm,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,6.5
3043,PORTAMINA DE METAL 0.5 mm,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3.75
3044,"PORTA NOTAS AUTOADHESIVAS DE ACRLICO DE 3"" X 3""",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,7
3045,POSTE DE CONCRETO ARMADO CENTRIFUGADO 15m 400 daN (INC. PERILLA DE CA) ,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,3800
3046,POSTE DE MADERA CON BASE DE CONCRETO (CACHACO),I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,30
3047,POSTE DE MADERA CON BASE DE CONCRETO (CACHACO),I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,25
3048,POSTE DE MADERA CON BASE DE CONCRETO (CACHACO),I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
3049,PROTECTOR AUDITIVO TIPO OREJERAS ADAPTABLE A CASCO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,31.25
3050,PROTECTOR AUDITIVO TIPO OREJERAS ADAPTABLE A CASCO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,40
3051,PROTECTOR AUDITIVO TIPO OREJERAS ADAPTABLE A CASCO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,28
3052,PROTECTOR AUDITIVO TIPO OREJERAS ADAPTABLE A CASCO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,42
3053,PROTECTOR AUDITIVO TIPO TAPON DE SILICONA,F,2.3.1.6.1.4,DE SEGURIDAD,PAR,3.6
3054,PROTECTOR AUDITIVO TIPO TAPON DE SILICONA,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PAR,3
3055,PROTECTOR AUDITIVO TIPO TAPON DE SILICONA,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PAR,3.25
3056,PROTECTOR AUDITIVO TIPO TAPON DE SILICONA,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PAR,2
3057,PROTECTOR AUDITIVO TIPO TAPON DE SILICONA,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PAR,1.75
3058,PROTECTOR CON MASCARILLA COMPLETA,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,90
3059,PROTECTOR CON MASCARILLA COMPLETA,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,60
3060,PROTECTOR DE OIDOS ADAPTABLE AL CASCO,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,32
3061,PROTECTOR DE PIE ALUMINIO RELLENO DE GOMA PARA CALZADO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PAR,150
3062,PROTECTOR DE PIERNA DE CUERO PARA SOLDADURA,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,45
3063,PROTECTORES PARA NEUMATICOS N 16,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,52
3064,PROTECTOR PARA CAMARA 20 X 12,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,108
3065,PROTECTOR SOLAR FPS 50 UVA-UVB EN CREMA 1lt,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,FRASCO,145
3066,PROTECTOR SOLAR FPS 50 UVA-UVB EN CREMA 1lt,F,2.3.1.6.1.4,DE SEGURIDAD,FRASCO,142.5
3067,PROTECTOR SOLAR FPS 50 UVA-UVB EN CREMA 1lt,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,FRASCO,189
3068,PROTECTOR SOLAR FPS 50 UVA-UVB EN CREMA 1lt,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,140
3069,PROTECTOR SOLAR FPS 50 UVA-UVB EN CREMA 1lt,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,125
3070,PROTECTOR SOLAR FPS 75 UVA-UVB EN CREMA 1lt,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,114
3071,PROTECTOR SOLAR FPS 75 UVA-UVB EN CREMA 1lt,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,125
3072,PRUEBA RAPIDA COVID-19 IgG/IgM,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,60
3073,PRUEBA RAPIDA COVID-19 IgG/IgM,I,2.3.1.99.1.99,OTROS BIENES,UNIDAD,70
3074,PRUEBA RAPIDA COVID-19 IgG/IgM,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,70
3075,PRUEBA RAPIDA COVID-19 IgG/IgM,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,70
3076,PULMON DE FRENO PARA CAMION,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,600
3077,PULSIOXIMETRO,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,EQUIPO,130
3078,PULSIOXIMETRO,F,2.3.1.6.1.4,DE SEGURIDAD,EQUIPO,200
3079,PULSIOXIMETRO,F,2.3.1.8.2.1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",EQUIPO,210
3080,PULSIOXIMETRO,I,2.3.1.6.1.4,DE SEGURIDAD,EQUIPO,280
3081,PULSIOXIMETRO,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EQUIPO,245
3082,PULSIOXIMETRO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EQUIPO,245
3083,PULSIOXIMETRO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EQUIPO,215
3084,PULSIOXIMETRO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EQUIPO,150
3085,PULSIOXIMETRO,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,EQUIPO,120
3086,PULVERIZADOR DE PLASTICO  A PRESION  x 1.5 L  ,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
3087,PULVERIZADOR DE PLASTICO x 1lt,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,7.5
3088,PULVERIZADOR DE PLASTICO x 1lt,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,12.5
3089,PULVERIZADOR DE PLASTICO x 1lt,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,14
3090,PULVERIZADOR DE PLASTICO x 1lt,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6
3091,PULVERIZADOR DE PLASTICO x 1lt,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,13
3092,PULVERIZADOR DE PLASTICO x 1lt,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,15
3093,PULVERIZADOR PARA INSECTICIDA SIN MOTOR,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,40
3094,PUNTA DE RIPER COD. 1757831230,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,278.48
3095,QUINUA GRADO 1,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,10.5
3096,QUITA SARRO,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,13.67
3097,QUITA SARRO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,16
3098,RADIADOR,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,650
3099,RADIADOR COMPLETO,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,2980
3100,"RADIO ENLACE 5.8Ghz >25Mbps, ANTENA INTEGRADA",I,2.3.1.99.1.99,OTROS BIENES,UNIDAD,670.24
3101,RADIO PORTATIL DE COMUNICACION VHF DE 5W CON ACCESORIOS,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,KIT,650
3102,RADIO TRANSMISOR RECEPTOR HF,I,2.6.8.1.4.2,GASTO POR LA COMPRA DE BIENES,UNIDAD,2871.5
3103,RAFIA PLANA X 1 kg,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,13
3104,RAFIA PLANA X 1 kg,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15
3105,RAFIA PLANA X 1 kg,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,13
3106,RAFIA PLANA X 1 kg,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,25
3107,RASTRILLO,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,19.67
3108,RASTRILLO,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,22
3109,RASTRILLO CON MANGO,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,26
3110,RASTRILLO CON MANGO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,25
3111,RASTRILLO DE METAL DE 45 cm,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,38
3112,RECOGEDOR DE METAL TAMAÑO GRANDE,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,36.5
3113,RECOGEDOR DE METAL TAMAÑO GRANDE,I,2.3.1.99.1.99,OTROS BIENES,UNIDAD,13.5
3114,RECOGEDOR DE METAL TAMAÑO MEDIANO,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,22
3115,RECOGEDOR DE METAL TAMAÑO MEDIANO,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,15
3116,RECOGEDOR DE PLASTICO DE 30 cm,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,8.5
3117,RECOGEDOR DE PLASTICO DE 30 cm,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,12
3118,RECOGEDOR DE PLASTICO DE 30 cm,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,3.5
3119,RECOGEDOR DE PLASTICO TAMAÑO GRANDE,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,7
3120,RECOGEDOR DE PLASTICO TAMAÑO MEDIANO,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,9.13
3121,RECOGEDOR DE PLASTICO TAMAÑO MEDIANO,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,10
3122,RECOGEDOR DE PLASTICO TAMAÑO MEDIANO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6.5
3123,RECOGEDOR DE PLASTICO TAMAÑO MEDIANO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6.5
3124,"REDUCCION CON ROSCA DE ACERO SCH - 40, TIPO BUSHING 1"" A 1/2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,5.5
3125,"REDUCCION CON ROSCA DE ACERO SCH - 40, TIPO BUSHING 1"" A 1/2""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,3.5
3126,"REDUCCION CON ROSCA DE ACERO SCH - 40, TIPO BUSHING DE 1/2"" A 1/4""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,2.7
3127,"REDUCCION CON ROSCA DE PVC DE 1"" A 3/4""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,3
3128,"REDUCCION CON ROSCA DE PVC DE 3/4"" A 1/2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,3
3129,"REDUCCION CON ROSCA DE PVC SAP DE 1 1/2"" A 3/4""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,5.5
3130,"REDUCCION CON ROSCA DE PVC TIPO BUSHING DE 3/4"" A 1/2""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,1.8
3131,"REDUCCION DE 3/4"" A 1/2"" H-3",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1.5
3132,"REDUCCION PARA SOLDAR O PEGAR DE PVC SAL DE 4"" A 2""",I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6
3133,"REDUCCION PVC 2"" A 1 1/2"" H-3",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,1.5
3134,"REDUCCION PVC 2"" A 1"" H-3",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,6.5
3135,REFLECTOR DE LUZ LED 230W 220V,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,EQUIPO,657
3136,REFLECTOR HALOGENO DE 400 W,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,415
3137,REFLECTOR LED DE 200W,F,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",EQUIPO,500
3138,REFLECTOR LED DE 200W,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EQUIPO,400
3139,REFLECTOR LED DE 200W,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EQUIPO,400
3140,REFLECTOR LED DE 300W,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,EQUIPO,950.22
3141,REFRIGERANTE ANTICONGELANTE,F,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",GALON,60.83
3142,REFRIGERANTE ANTICONGELANTE,F,2.3.1.6.1.1,DE VEHICULOS,GALON,110
3143,REFRIGERANTE PARA RADIADOR X 4 L,F,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",UNIDAD,58.75
3144,REGLA DE ACRILICO 30 cm,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1
3145,"REGLA DE ALUMINIO 4"" X 2"" X 4 m",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,85
3146,"REGLA DE ALUMINIO DE USO EN LA CONSTRUCCION DE 3"" X 1 1/2"" X 6 m",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,110
3147,"REGLA DE ALUMINIO DE USO EN LA CONSTRUCCION DE 3"" X 1 1/2"" X 6 m",I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,110
3148,"REGLA DE ALUMINIO DE USO EN LA CONSTRUCCION DE 4"" X 6 m",F,2.3.1.5.99.99,OTROS,UNIDAD,90
3149,REGLA DE METAL 30 cm,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4.5
3150,REGLA DE METAL 30 cm,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4.5
3151,REGLA DE METAL 30 cm,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
3152,REGLA DE METAL 30 cm,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
3153,REGLA DE METAL 30 cm,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,4
3154,REGLA DE METAL 30 cm,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,4.5
3155,REGLA DE METAL 70 cm,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,15
3156,REGLA DE PLASTICO 30 cm,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1.17
